RANK,TIME,ATHLETE/TEAM,GRADE,MEET DATEPLACE
477,10:31.80,AIDAN KELLEYAltoona Area,2022,"PIAA District 6 AAA Championships8thMay 16, 2019"
478,10:31.95,OWEN MAGEESelinsgrove,2021,"PIAA District 4 AA-AAA Championship7thMay 16, 2019 - May 18, 2019"
479,10:32.00,COLE FRAZIERHickory,2021,"Rock Relays7thApr 20, 2019"
480,10:32.03,DANIEL HAYMANPerkiomen Valley,2021,"Pioneer Athletic Conference Championship15thMay 10, 2019 - May 11, 2019"
481,10:32.13,RYAN PARISShaler Area,2022,"Pine-Richland Invitational24thMay 3, 2019"
482,10:32.47,WILL DRAKASCentral Bucks South,2019,"SOL Continental Conference Championships10thMay 10, 2019 - May 11, 2019"
483,10:32.48,JOEL BECKWITHIndiana Area,2021,"Punxsutawney vs. Indiana/Hollidaysburg1stApr 30, 2019"
484,10:32.55,JAMES SAHAKIANBoyertown,2019,"Pioneer Athletic Conference Championship16thMay 10, 2019 - May 11, 2019"
485,10:33.05,DEVOHN PAGEMilton Hershey,2021,"31st New Balance Pan-Ram Invitational15thApr 13, 2019"
486,10:33.07,DAVID HELMSLampeter Strasburg,2019,"Ray Geesey Track and Field Invitational6thApr 26, 2019"
487,10:33.08,JARAMILLO MCKELLENDuBois Area,2021,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA14thMay 3, 2019"
488,10:33.12,GABE SCHUBRINGFairfield Area,2022,"Arctic Blast Invitational5thApr 13, 2019"
489,10:33.14,JAMES WALZERMontour,2022,"MAC Meet7thApr 24, 2019"
490,10:33.19,ERIC OLDENPerkiomen Valley,2019,"Pioneer Athletic Conference Championship17thMay 10, 2019 - May 11, 2019"
491,10:33.23,BROCK WELKERUpper Dauphin HS,2019,"Purple & White Invitational3rdMay 3, 2019"
492,10:33.40,SHANE ARTISSalisbury Township,2020,"Salisbury vs Pen Argyl vs Notre Dame-Green Pond1stMar 26, 2019"
492,10:33.40,JOSH SENACKERIBPenncrest,2020,"Garnet Valley, Springfield (D), @ Penncrest boys2ndApr 29, 2019"
494,10:33.42,CAEL MCEWENGrove City Area,2021,"Butler Invitational - 55th Annual30thApr 18, 2019"
495,10:33.45,DOUG HOYERWissahickon,2022,"SOL American Conference Championships9thMay 10, 2019 - May 11, 2019"
496,10:33.59,ELIAS ZAJICEKChartiers Valley,2019,"Big South Championship1stApr 24, 2019"
497,10:33.60,ELIJAH MCKELLEast Pennsboro Area SD,2022,"Mid Penn Championship36thMay 11, 2019"
498,10:33.63,BRANDON ROUTZAHNConnellsville,2020,"46th Annual Baldwin Invitational29thMay 3, 2019"
499,10:33.76,ZACHARY DALLALWissahickon,2021,"Upper Moreland Track Invitational4thApr 12, 2019"
500,10:33.77,JACOB KASCSAKPennridge,2020,"Pirate Invitational 2019 (PPD from 3/23)3rdApr 18, 2019"
501,10:33.83,JOE CORWELLChambersburg,2020,"Chambersburg vs Cumberland Valley2ndApr 16, 2019"
502,10:33.86,CALVIN RIBELINPerkiomen Valley,2020,"Pioneer Athletic Conference Championship18thMay 10, 2019 - May 11, 2019"
503,10:33.94,STEPHEN KARAVITCHNazareth Area,2019,"EPC/Colonial Conference Championships21stMay 7, 2019 - May 8, 2019"
504,10:33.98,GABE PULEOPhoenixville Area,2020,"Phoenixville vs Pottstown HS1stApr 3, 2019"
505,10:34.06,HOLDEN COWBURNNorthern Potter,2019,"Lasagna Invitational7thApr 26, 2019"
506,10:34.09,JOHN MATICSUpper Merion,2021,"Pope John Paul II Dual #31stMay 1, 2019"
507,10:34.16,CHRISTIAN MAXWELLShenango,2021,"Pine-Richland Invitational25thMay 3, 2019"
508,10:34.21,JACK KAPRALICKMethacton,2020,"Warrior Invitational17thApr 12, 2019"
509,10:34.30,THOMAS HUNYADIHickory,2022,"West Middlesex Invitational2ndApr 6, 2019"
510,10:34.35,RAMSEY SALTRICKGrove City Area,2019,"20th City of Hermitage Track and Field Invitational10thApr 27, 2019"
511,10:34.49,SAMUEL NEATStrath Haven,2022,"Central League Individual Champs10thMay 8, 2019"
512,10:34.56,BENJAMIN SCHMIDLower Merion,2019,"Lower Merion Invitational9thMay 4, 2019"
513,10:34.58,NAT MCCLOUDElizabethtown Area,2019,"Lebanon-Lancaster League Championship17thMay 10, 2019 - May 11, 2019"
514,10:34.82,ALAN DANIELLewisburg Area,2021,"Shamokin vs Lewisburg2ndMay 1, 2019"
514,10:34.82,LOGAN MCHENRYNorth Penn,2021,"SOL Continental Conference Championships11thMay 10, 2019 - May 11, 2019"
516,10:34.96,JOSH VITUSZYNSKIMid Valley Sr. High School,2019,"The Robert Spagna Championship8thMay 7, 2019"
517,10:34.98,NOAH CALISTIGreensburg Salem,2020,"Mount Lebanon Invitational8thMar 30, 2019"
518,10:35.20,JACOB RZEMPOLUCHHempfield Area (7),2020,"46th Annual Baldwin Invitational31stMay 3, 2019"
519,10:35.21,JAMES HAZARDJuniata,2021,"PIAA District 6 AA Championships9thMay 15, 2019"
520,10:35.35,JACOB ESHELMANFranklin Area,2019,"Oil Country Invitational2ndMay 4, 2019"
521,10:35.36,MAX MCCORMACKCocalico,2019,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med16thApr 26, 2019"
522,10:35.38,DAN TAKACSCouncil Rock North,2020,"S.O.L. National Conference Championships12thMay 10, 2019 - May 11, 2019"
523,10:35.41,DREW REESERCentral Dauphin,2020,"Mid Penn Championship38thMay 11, 2019"
524,10:35.45,OWEN WILLIAMSTroy,2021,"Lasagna Invitational8thApr 26, 2019"
525,10:35.54,PATRICK MITCHELLGreat Valley,2021,"Lower Merion Invitational11thMay 4, 2019"
526,10:35.60,LIAM ADDISONLaSalle College High School,2022,"PCL Freshman Developmental Clinic1stMay 4, 2019"
527,10:35.84,JACOB SULLIVANRiverview,2020,"Pine-Richland Invitational26thMay 3, 2019"
528,10:35.97,PHILIP RODGERSCalvary Christian Academy,2021,"Bicentennial Athletic League Championships8thMay 8, 2019 - May 9, 2019"
529,10:36.04,TEDDY ERNSTMeadville Area,2021,"Oil Country Invitational3rdMay 4, 2019"
530,10:36.05,THAD SMITHPenns Valley Area,2021,"22nd Annual LHU High School Classic23rdApr 27, 2019"
531,10:36.06,CORY MILLERDaniel Boone,2022,"90th Annual John H. Shaner Memorial Track Meet20thMay 3, 2019 - May 4, 2019"
532,10:36.08,JULIAN YERGERIndiana Area,2020,"Lady Spartan/Wildcat Invitational9thApr 13, 2019"
533,10:36.14,KEVIN JUMPERHoly Cross High School,2021,"New York Relays31stApr 20, 2019"
534,10:36.19,JOSIAH GLECKNERCanton Area,2019,"PIAA District 4 AA-AAA Championship15thMay 16, 2019 - May 18, 2019"
535,10:36.52,RMANI JUSTINIANOCentral,2022,"31st Father Judge Relays22ndApr 17, 2019"
536,10:36.98,NOLAN REYNOLDSShikellamy,2021,"PIAA District 4 AA-AAA Championship9thMay 16, 2019 - May 18, 2019"
537,10:37.03,JACK HATCHAltoona Area,2021,"Bellefonte @ Altoona3rdApr 30, 2019"
538,10:37.12,JACK TSHUDYAnnville-Cleona,2021,"Lebanon-Lancaster League Championship18thMay 10, 2019 - May 11, 2019"
539,10:37.16,MATTHEW KWIATKOWSKIOwen J. Roberts,2022,"Warrior Invitational19thApr 12, 2019"
540,10:37.23,MAX MULLERTZWest Chester Henderson,2021,"Coatesville vs. Henderson and Avon Grove9thMar 27, 2019"
541,10:37.29,MICHAEL SINGLEYSusquenita,2022,"Shippensburg 93rd Jack Roddick HS Invitational5thApr 20, 2019"
542,10:37.30,T.J. TOSCANOAthens Area,2020,"PIAA District 4 AA-AAA Championship16thMay 16, 2019 - May 18, 2019"
543,10:37.49,ANDREW DROZYNSKISeneca Valley,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite2ndApr 18, 2019"
543,10:37.49,JACK BROSIUSPope John Paul II,2021,"Pope John Paul II Dual #32ndMay 1, 2019"
545,10:37.75,TIMOTHY MARVINMilton Area,2022,"Milton/Midd-West/Central Columbia1stApr 30, 2019"
546,10:37.86,WILL MARSTONCentral Bucks East,2020,"CB East, Souderton at CB West5thApr 16, 2019"
547,10:37.93,MICHAEL GINTERCarlisle,2021,"31st Annual Stan Morgan Invitational at Carlisle26thMay 4, 2019"
548,10:38.07,JOSH GROSSCouncil Rock South,2022,"S.O.L. National Conference Championships13thMay 10, 2019 - May 11, 2019"
549,10:38.33,LACHLAN MCLANEJ.P. McCaskey,2022,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med19thApr 26, 2019"
550,10:38.35,EVAN FISHER-PEREZPleasant Valley High School,2020,"Red & Black Invitational31stApr 18, 2019"
551,10:38.56,DOMINICK FRITZQuakertown,2020,"SOL Continental Conference Championships12thMay 10, 2019 - May 11, 2019"
552,10:38.57,JUSTIN KOCURMoon Area,2020,"MAC Meet9thApr 24, 2019"
553,10:38.74,ISAIAH TYLERNorthampton Area,2020,"EPC/Colonial Conference Championships22ndMay 7, 2019 - May 8, 2019"
554,10:38.77,JUSTIN THOMASHempfield (3),2020,"Blue Jay High School Invitational6thApr 20, 2019"
555,10:38.90,DEREK LAWLERMount Carmel Area,2021,"Southern Columbia at Mount Carmel Area2ndApr 16, 2019"
556,10:38.99,ROB YOCHUMPennridge,2021,"Helman Memorial Invitational5thMay 2, 2019"
557,10:39.04,ERIK MOYERPerkiomen Valley,2020,"Pioneer Athletic Conference Championship19thMay 10, 2019 - May 11, 2019"
558,10:39.21,RYAN TARAPCHAKNeshaminy,2022,"Bensalem Invitational6thApr 13, 2019"
559,10:39.23,CAYMUS RUFFNERWissahickon,2020,"Upper Moreland Track Invitational5thApr 12, 2019"
560,10:39.26,ADAM GIZISMasterman,2022,"Philadelphia Public League Championships6thMay 8, 2019 - May 9, 2019"
561,10:39.28,RYAN STARVAGGIHarbor Creek,2019,"D10R5 Dual - Fort LeBoeuf vs Harbor Creek1stApr 18, 2019"
562,10:39.34,BRODY BENDERMilton Area,2022,"Milton/Midd-West/Central Columbia2ndApr 30, 2019"
562,10:39.34,JOSEPH CHALISSERYHarriton,2022,"Lower Merion Invitational12thMay 4, 2019"
564,10:39.40,JOSEPH BRANDERBITCouncil Rock South,2020,"Neshaminy Invitational3rdMay 4, 2019"
565,10:39.55,TY FLUHARTYRiverside (7),2022,"Beaver County Championships3rdApr 25, 2019 - Apr 28, 2019"
566,10:39.57,NICK PIKULHoly Redeemer High School,2020,"Lasagna Invitational11thApr 26, 2019"
567,10:39.70,IKE HAYCISAKCentral Cambria HS,2020,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA6thMay 3, 2019"
568,10:39.77,ROBERT WINSCHELMount Lebanon,2021,"West Mifflin Freshman/Sophomore Invitational1stMay 4, 2019"
569,10:40.03,DALE NESTORWilmington,2020,"Oil Country Invitational4thMay 4, 2019"
570,10:40.18,BRYCE BAUGHMANBrookville Area,2020,"PIAA District 9 AAA and AA Championship6thMay 17, 2019"
571,10:40.31,TREVOR PORTILLOGeorge Junior Republic HS,2019,"Mercer County Track and Field Invitational5thMay 9, 2019"
572,10:40.35,JUSTIN SANDLERLower Moreland,2021,"Bicentennial Athletic League Championships9thMay 8, 2019 - May 9, 2019"
573,10:40.54,SEBASTIAN HERRADAOwen J. Roberts,2022,"Pioneer Athletic Conference Championship21stMay 10, 2019 - May 11, 2019"
574,10:40.62,CALEB ELDERSouthern Fulton,2021,"Northern Bedford Invitational3rdApr 26, 2019"
575,10:40.64,RYAN SIEBECKERAbington Heights,2019,"The Robert Spagna Championship10thMay 7, 2019"
576,10:40.69,FLAVIEN MOISECouncil Rock North,2022,"Helman Memorial Invitational7thMay 2, 2019"
577,10:40.81,NOLAN MEINCKETwin Valley,2021,"2019 BCIAA Firing Championship22ndMay 9, 2019 - May 11, 2019"
578,10:40.93,BLANDIN CONKLINUpper Perkiomen,2021,"Pioneer Athletic Conference Championship22ndMay 10, 2019 - May 11, 2019"
579,10:40.96,NIC MORALESSouderton Area,2021,"SOL Continental Conference Championships14thMay 10, 2019 - May 11, 2019"
580,10:41.00,JALEN CHINPenncrest,2020,"Ridley, Harriton, @ Penncrest1stApr 3, 2019"
580,10:41.00,ANTHONY COPPOLELLAPen Argyl Area,2020,"Pen Argyl @ Palisades1stApr 9, 2019"
582,10:41.10,BEN TOKARZCumberland Valley,2020,"Cumberland Valley @ State College2ndApr 9, 2019"
583,10:41.11,SCOTT ZOSCINWeatherly Area,2021,"Schuylkill League Track and Field Championships7thMay 7, 2019 - May 8, 2019"
584,10:41.16,MICAH ZELLERSShikellamy,2022,"PHAC Track and Field Championships 201917thMay 11, 2019"
585,10:41.20,JOHN RILEYNazareth Area,2021,"Easton vs. Nazareth4thApr 29, 2019"
586,10:41.24,SEBASTIAN WARYSeneca Valley,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite3rdApr 18, 2019"
587,10:41.34,CHAD HELMININACKGrove City Area,2021,"Mercer County Track and Field Invitational6thMay 9, 2019"
588,10:41.39,TRAVIS ANDERSONPine Grove Area,2020,"PIAA District XI AA Championship4thMay 15, 2019 - May 16, 2019"
589,10:41.40,MATTHEW PETERSTwin Valley,2019,"Twin Valley vs Reading HS1stApr 23, 2019"
590,10:41.56,CHRISTIAN CRABTREECentral Bucks West,2019,"CB West, North Penn @ CB South3rdMar 23, 2019"
591,10:41.59,AUSTIN LOZINAKMethacton,2020,"Warrior Invitational21stApr 12, 2019"
592,10:41.75,KESI HATTONMotivation High School,2022,"PIAA District 12 AA Championships2ndMay 15, 2019 - May 16, 2019"
593,10:41.99,TRENTEN DIPPOLDWarren Area,2019,"Oil Country Invitational5thMay 4, 2019"
594,10:42.00,TIM BRANDTLaSalle College High School,2022,"PCL Freshman Developmental Clinic2ndMay 4, 2019"
595,10:42.04,THOMAS URRUNAGAWest York Area,2021,"YAIAA Track and Field League Championships14thMay 10, 2019"
596,10:42.16,JOHN WOLFEKane Area,2020,"PIAA District 9 AAA and AA Championship7thMay 17, 2019"
597,10:42.20,COLE STREISELMahanoy Area,2020,"Mahanoy Area vs Weatherly1stApr 29, 2019"
597,10:42.20,OLIVER GRIFFENUpper Dublin,2021,"Springfield, Upper Dublin, Upper Moreland @ Hatboro Horsham4thApr 17, 2019"
599,10:42.28,JACKSON BUCHENAUERCumberland Valley,2020,"Chambersburg vs Cumberland Valley4thApr 16, 2019"
600,10:42.38,JONATHAN WYRICKSpring Grove,2020,"YAIAA Track and Field League Championships15thMay 10, 2019"
601,10:42.45,DARIUS HINTONBishop McCort,2019,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA7thMay 3, 2019"
602,10:42.48,JARED LOEPERCouncil Rock South,2020,"S.O.L. National Conference Championships14thMay 10, 2019 - May 11, 2019"
603,10:42.53,DYLAN SERVISTwin Valley,2019,"Twin Valley vs Reading HS2ndApr 23, 2019"
604,10:42.60,MARINO BUBBABangor Area,2020,"Pen Argyl @ Bangor2ndApr 2, 2019"
605,10:42.90,JH MERTZWarwick,2022,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med21stApr 26, 2019"
606,10:42.92,GABE MITCHELLBradford Area,2021,"18th Bruce Dallas Invitational17thApr 6, 2019"
607,10:42.97,RYAN BREIGHNERDallastown,2019,"Ray Geesey Track and Field Invitational7thApr 26, 2019"
608,10:43.00,MATTHEW ZILLIGENLaSalle College High School,2019,"PCL Boys Meet #4 - LaSalle1stApr 22, 2019"
609,10:43.08,GABE HALLDelone Catholic,2019,"YAIAA Track and Field League Championships16thMay 10, 2019"
610,10:43.10,MATTHEW WARDBig Spring,2022,"18th Bruce Dallas Invitational18thApr 6, 2019"
611,10:43.21,ANDREW WEHRLEPunxsutawney Area,2020,"Punxsutawney vs. Indiana/Hollidaysburg2ndApr 30, 2019"
612,10:43.23,ETHAN WEBERFairview,2020,"2019 Franklin Track & Field Invitational7thApr 13, 2019"
613,10:43.24,EVAN ROMANOPerkiomen Valley,2022,"Pioneer Athletic Conference Championship24thMay 10, 2019 - May 11, 2019"
614,10:43.67,OEWN VAN DYKEWest Chester East,2021,"West Chester East vs. Avon Grove3rdApr 29, 2019"
615,10:43.84,CONNOR BRODERICKSusquehannock,2020,"YAIAA Track and Field League Championships17thMay 10, 2019"
616,10:43.89,WILL STRUTTONSpringfield Township (Montco),2021,"SOL American Conference Championships11thMay 10, 2019 - May 11, 2019"
617,10:43.90,RYAN SMITHParkland,2019,"Emmaus @ Parkland5thApr 29, 2019"
618,10:43.91,JOEY BOOTZLakeland,2020,"PIAA District 2 AA Championship9thMay 15, 2019"
619,10:43.97,ALEX ROSENBERRYWest Shore Christian Academy,2019,"CCAC HS & MS Championship1stMay 9, 2019"
620,10:44.08,JOSH WILLARDCumberland Valley,2019,"31st New Balance Pan-Ram Invitational17thApr 13, 2019"
621,10:44.18,KALEB STEVENSDuBois Area,2019,"Redbank Invitational5thMay 9, 2019"
621,10:44.18,NATHANEUL BENIOFFHarriton,2021,"Lower Merion Invitational13thMay 4, 2019"
623,10:44.22,BRYAN LANDSBERGMethacton,2022,"Pioneer Athletic Conference Championship25thMay 10, 2019 - May 11, 2019"
624,10:44.26,SHEA FISLERNorthern,2021,"Arctic Blast Invitational6thApr 13, 2019"
625,10:44.37,MAX HILLIARDDeer Lakes,2021,"Pine-Richland Invitational28thMay 3, 2019"
626,10:44.48,JOSH TOBIASCouncil Rock North,2021,"S.O.L. National Conference Championships15thMay 10, 2019 - May 11, 2019"
627,10:44.56,DREW BRILLMalvern Prep,2023,"Inter-Ac League Championships9thMay 9, 2019 - May 11, 2019"
628,10:44.62,NIKOLAUS MANGEOTCentral Bucks West,2022,"CB East, Souderton at CB West6thApr 16, 2019"
629,10:44.63,BROCK SMITHSeneca,2020,"Harbor Creek Track & Field Invitational5thApr 13, 2019"
630,10:44.66,RYAN KENYONFox Chapel Area,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite4thApr 18, 2019"
631,10:44.89,ZACH DONALDSONSeneca Valley,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite5thApr 18, 2019"
632,10:44.90,MICHAEL LOFTUSLaSalle College High School,2019,"PCL Boys Meet #4 - LaSalle2ndApr 22, 2019"
633,10:45.01,JUSTIN MAXWELLChambersburg,2020,"Chambersburg vs Cumberland Valley5thApr 16, 2019"
634,10:45.07,PAUL WATKINSHoly Ghost Preparatory School,2020,"Bensalem Invitational9thApr 13, 2019"
635,10:45.16,CALEB NOLANHaverford Township HS,2019,"Boys: Upper Darby v Springfield v Harriton v Haverford4thApr 10, 2019"
636,10:45.17,ETHAN BRENTHAMBrookville Area,2019,"Brookville vs. Clarion1stMar 25, 2019"
637,10:45.34,WILLIAM HOLZKennard-Dale,2019,"Blue Jay High School Invitational7thApr 20, 2019"
638,10:45.44,DANNY SPILLANECentral Bucks East,2021,"Neshaminy Invitational4thMay 4, 2019"
639,10:45.82,ALEX GOLDMANCouncil Rock South,2020,"S.O.L. National Conference Championships16thMay 10, 2019 - May 11, 2019"
640,10:45.87,SAM PUGLIESESusquehannock,2021,"YAIAA Track and Field League Championships18thMay 10, 2019"
641,10:45.94,RYAN KROKONKOAmbridge Area,2021,"Pine-Richland Invitational30thMay 3, 2019"
642,10:46.00,CALEB DOUGHERTYUpper Darby,2021,"Strath Haven vs Upper Darby vs Ridley1stApr 29, 2019"
643,10:46.10,LUKE GALOSIMoon Area,2020,"Northern Area Last Chance8thMay 7, 2019"
644,10:46.14,NICK TOMECentral Bucks South,2019,"Helman Memorial Invitational9thMay 2, 2019"
645,10:46.17,TUCKER DUNNThe Hill School,2019,"Hill vs. Lawrenceville5thApr 10, 2019"
646,10:46.30,LOGAN DILLOWCentral York,2020,"YAIAA Track and Field League Championships19thMay 10, 2019"
647,10:46.38,TYLER CYMBALAGarnet Valley,2022,"Boys Delco Championship10thMay 2, 2019 - May 4, 2019"
647,10:46.38,HARRY COTTERRidley,2020,"Central League Individual Champs11thMay 8, 2019"
649,10:46.47,THOMAS HAASCardinal O'Hara,2019,"Philadelphia Catholic League Outdoor Championships12thMay 11, 2019"
650,10:46.54,JOSH CHAIKENWissahickon,2020,"SOL American Conference Championships12thMay 10, 2019 - May 11, 2019"
651,10:46.56,ELI LOUISMcDowell,2020,"Harbor Creek Track & Field Invitational6thApr 13, 2019"
652,10:46.71,BRADEN ZUKOWSKIKnoch,2020,"Mars Varsity Invitational8thApr 26, 2019"
653,10:46.73,DONOVAN REIMLigonier Valley,2020,"PIAA District 6 AA Championships11thMay 15, 2019"
654,10:46.77,RYAN COTTILLIONBradford Area,2021,"PIAA District 9 AAA and AA Championship5thMay 17, 2019"
655,10:46.85,ALEX CHLPKAWest Middlesex,2019,"20th City of Hermitage Track and Field Invitational14thApr 27, 2019"
656,10:46.86,ALEX POLIConestoga Valley,2019,"Lebanon-Lancaster League Championship20thMay 10, 2019 - May 11, 2019"
657,10:46.87,ANTHONY LAWSONHaverford Township HS,2021,"Boys: Upper Darby v Springfield v Harriton v Haverford5thApr 10, 2019"
658,10:47.00,DREW GILLESPIEPenn Charter,2021,"Inter-Ac League Championships10thMay 9, 2019 - May 11, 2019"
659,10:47.10,JUDE MARTYAKForest Hills,2021,"PIAA District 6 AA Championships12thMay 15, 2019"
660,10:47.34,KEN CHINGMarple Newtown,2019,"Boys Delco Championship11thMay 2, 2019 - May 4, 2019"
661,10:47.60,GEOFFREY KLEINBERGEmmaus,2021,"Liberty vs Emmaus5thApr 11, 2019"
662,10:47.80,JEREMY JONESHollidaysburg Area,2021,"43rd Annual Altoona Area Igloo Invitational5thMar 30, 2019"
663,10:47.94,JEREMY CAPELLAConwell-Egan,2019,"PIAA District 12 AA Championships4thMay 15, 2019 - May 16, 2019"
664,10:47.95,NICHOLAS HEBELHazleton Area,2022,"Purple & White Invitational7thMay 3, 2019"
665,10:48.00,JACK SEIBERLICHLaSalle College High School,2019,"PCL Boys Meet #1 - LaSalle1stApr 1, 2019"
665,10:48.00,PAUL GHANTOUSLaSalle College High School,2019,"PCL Boys Meet #1 - LaSalle1stApr 1, 2019"
667,10:48.06,BENJAMIN HOUSENew Hope-Solebury,2021,"Bicentennial Athletic League Championships10thMay 8, 2019 - May 9, 2019"
668,10:48.13,CHARLES ENDRESState College Area High School,2022,"Harrisburg @ State College1stMay 7, 2019"
669,10:48.15,JOSH HAYESCardinal O'Hara,2019,"Philadelphia Catholic League Outdoor Championships13thMay 11, 2019"
670,10:48.20,NOAH KRANTZCommodore Perry,2020,"Mercer County Track and Field Invitational8thMay 9, 2019"
671,10:48.38,GAVIN FUREYWilliamsport Area,2021,"PIAA District 4 AA-AAA Championship11thMay 16, 2019 - May 18, 2019"
672,10:48.43,COLE LUTCAVAGEMechanicsburg Area High School,2020,"Arctic Blast Invitational8thApr 13, 2019"
673,10:48.68,CHARLES D'ORAZIOMethacton,2021,"Spring Ford vs Methacton7thApr 2, 2019"
674,10:48.75,NICK LABUDAPine-Richland,2022,"Pine-Richland Invitational32ndMay 3, 2019"
675,10:48.86,SHANE FUNKFox Chapel Area,2021,"Pine-Richland Invitational33rdMay 3, 2019"
676,10:48.97,ANDREW SISCOHershey,2020,"Pennsylvania Track Classic5thMar 30, 2019"
677,10:49.06,MAX COLLINSSpring Ford,2021,"Pioneer Athletic Conference Championship27thMay 10, 2019 - May 11, 2019"
678,10:49.08,AIDEN BYRNEMethacton,2021,"Pioneer Athletic Conference Championship28thMay 10, 2019 - May 11, 2019"
679,10:49.09,LUCAS KLENOVICHBeaver Area,2019,"Beaver County Championships4thApr 25, 2019 - Apr 28, 2019"
680,10:49.19,DOMINIC DEMARONorwin,2020,"Lady Spartan/Wildcat Invitational13thApr 13, 2019"
681,10:49.20,BRANDON HENRIKSENPottsgrove,2020,"12th Annual Viking Invitational9thApr 13, 2019"
682,10:49.34,NICHOLAS NASTASIConestoga,2022,"PW Colonial Classic12thApr 6, 2019"
683,10:49.61,HUNTER SPAIDCambridge Springs,2022,"Oil Country Invitational8thMay 4, 2019"
684,10:49.69,RILEY WENTZFleetwood Area,2020,"90th Annual John H. Shaner Memorial Track Meet21stMay 3, 2019 - May 4, 2019"
685,10:49.70,FRANCIS DOUGHERTYLaSalle College High School,2022,"PCL Boys Meet #4 - LaSalle3rdApr 22, 2019"
686,10:49.73,EZEKIEL WHITETitusville,2021,"PIAA District 10 Class AA Championships9thMay 18, 2019"
687,10:49.80,ANTHONY GARGANILansdale Catholic,2022,"PCL Boys Meet #5 - LaSalle4thApr 29, 2019"
688,10:50.06,CONNOR SMITHBishop Shanahan,2021,"Shanahan, WCE, Coatesville Tri Meet3rdApr 10, 2019"
689,10:50.11,JESSE ST. CYRCumberland Valley,2020,"Harrisburg vs Cumberland Valley1stApr 30, 2019"
690,10:50.13,KYLE SCHERMERHORNTulpehocken,2020,"2019 BCIAA Firing Championship23rdMay 9, 2019 - May 11, 2019"
691,10:50.34,NICK GILLESPIECentral Bucks West,2019,"CB West, North Penn @ CB South4thMar 23, 2019"
692,10:50.40,JOHN KOONSNotre Dame Green Pond,2019,"NDGP, Wilson @ Palisades1stApr 23, 2019"
693,10:50.50,CAMERON KOCHNazareth Area,2022,"Nazareth Area @ Allen1stApr 25, 2019"
693,10:50.50,AIDEN HELMSHershey,2021,"Blue Jay High School Invitational9thApr 20, 2019"
693,10:50.50,ALEX MELLYStrath Haven,2020,"Central League Individual Champs12thMay 8, 2019"
696,10:50.54,DALE WINANDHempfield (3),2022,"Blue Jay High School Invitational10thApr 20, 2019"
697,10:50.60,BRYANT STANGELState College Area High School,2020,"Cumberland Valley @ State College3rdApr 9, 2019"
698,10:50.77,KENNETH BICKELSlippery Rock Area,2021,"20th City of Hermitage Track and Field Invitational16thApr 27, 2019"
699,10:50.85,JONAH DEWITTSeneca Valley,2021,"Marcie Peaco (SV) Freshman/Sophomore Invite6thApr 18, 2019"
700,10:50.86,DANIEL FISHERCranberry,2020,"20th City of Hermitage Track and Field Invitational17thApr 27, 2019"
701,10:50.90,WIFRED JIMENEZWhitehall,2020,"Cavalier Invitational2ndApr 30, 2019"
702,10:50.94,ANTHONY MAGUSCHAKWeatherly Area,2019,"Schuylkill League Track and Field Championships8thMay 7, 2019 - May 8, 2019"
703,10:50.96,DAMIEN RILEYMontrose,2019,"PIAA District 2 AA Championship11thMay 15, 2019"
704,10:51.15,TYLER BOWSERElizabeth Forward,2019,"West Mifflin Last Chance Meet7thMay 7, 2019"
705,10:51.27,SEGIN NEISWENDERConrad Weiser,2020,"90th Annual John H. Shaner Memorial Track Meet22ndMay 3, 2019 - May 4, 2019"
706,10:51.30,MICHAEL BROWNLaSalle College High School,2021,"PCL Boys Meet #4 - LaSalle4thApr 22, 2019"
706,10:51.30,RICKY RAUPSaint Joseph's Prep,2020,"PCL Boys Meet #1 - LaSalle11thApr 1, 2019"
708,10:51.48,JEREMY RISSLERGarden Spot,2019,"Lebanon-Lancaster League Championship21stMay 10, 2019 - May 11, 2019"
709,10:51.60,CODY SCHABENERExeter Township,2022,"90th Annual John H. Shaner Memorial Track Meet23rdMay 3, 2019 - May 4, 2019"
710,10:51.91,CHRISTIAN HANSENSun Valley,2020,"Ches-Mont Championship28thMay 8, 2019"
711,10:52.10,NOAH HAZLETTFairfield Area,2019,"Antrim Way Honda Rt. 16 Last Chance Invite4thMay 6, 2019"
712,10:52.11,BRIAN BOLLENDORFHatboro Horsham,2020,"SOL American Conference Championships13thMay 10, 2019 - May 11, 2019"
713,10:52.17,SEAN BAKERNorthern Potter,2022,"Coudersport Sports Booster Invitational5thMay 3, 2019"
714,10:52.18,CORBIN HEITZENRATERPunxsutawney Area,2020,"Punxsutawney vs. Bradford4thMay 7, 2019"
714,10:52.18,EMMANUEL GITONGAConestoga Valley,2022,"17th Annual Black Knight Invitational19thApr 13, 2019"
716,10:52.30,CHRISTOPHER HARRISWilliamson,2020,"Northern Tier League School Championships6thMay 10, 2019"
