RANK,TIME,WIND,ATHLETE/TEAM,GRADE,MEET DATEPLACE
474,23.53,,MAXWELL GOODEWilliamsport Area,2021,"PIAA District 4 AA-AAA Championship6thMay 16, 2019 - May 18, 2019"
474,23.53,,DEVYN PARKSTroy,2020,"PIAA District 4 AA-AAA Championship7thMay 16, 2019 - May 18, 2019"
477,23.54,,CHRIS STRIKAJim Thorpe Area,2021,"Pottsville @ Jim Thorpe2ndApr 10, 2019"
477,23.54,,TREVOR FRANEKClearfield Area,2020,"Mountain League Championships2ndMay 7, 2019"
477,23.54,,CHRISTIAN GIBBONSGirard,2020,"Harbor Creek Track & Field Invitational4thApr 13, 2019"
477,23.54,,RAMADY MELENDEZHazleton Area,2019,"Purple & White Invitational4thMay 3, 2019"
477,23.54,,JOE ROLLERWilliam Tennent,2020,"Montgomery Memorial Track and Field Meet8thMay 2, 2019"
477,23.54,,KASHAWN CAMERONWyalusing Valley Area,2022,"PIAA District 4 AA-AAA Championship8thMay 16, 2019 - May 18, 2019"
477,23.54,,CHRIS RIOSCedar Crest,2020,"Lebanon-Lancaster League Championship11th PMay 10, 2019 - May 11, 2019"
477,23.54,,WESLEY JORDANSpringside Chestnut Hill Academy,2022,"Inter-Ac League Championships12thMay 9, 2019 - May 11, 2019"
485,23.55,,RYAN WHITMANHarbor Creek,2021,"Erie County Track & Field Classic3rdMay 9, 2019"
485,23.55,,LOGAN HUSSNorwin,2020,"Westmoreland County Coaches Association4th PApr 27, 2019"
485,23.55,,BRENDON LITTLELower Dauphin,2019,"31st Annual Stan Morgan Invitational at Carlisle12thMay 4, 2019"
485,23.55,,NICHOLAS BRENKACSCedar Cliff,2022,"Mid Penn Championship20thMay 11, 2019"
485,23.55,,FURMAN DENNISWilliam Penn,2022,"14th Annual Hoka One One Henderson Invitational33rdMay 3, 2019"
490,23.56,,ALEX SABOLewisburg Area,2019,"Shamokin vs Lewisburg3rdMay 1, 2019"
490,23.56,,MATT SCHICCATANOShamokin Area,2020,"Mount Carmel Area Breslin Invitational4thApr 18, 2019"
490,23.56,,AUSTIN NEWCOMBClarion Limestone,2020,"PIAA District 9 AAA and AA Championship5thMay 17, 2019"
490,23.56,,NOAH HEWESOxford Area,2019,"Whippet Invitational9thApr 6, 2019"
494,23.57,,NICK MARINAKPenn Cambria,2021,"Altoona Mt. Lion Track & Field Classic (Small Schools) AA2nd PMay 3, 2019"
494,23.57,,LOKEY HOWELLState College Area High School,2020,"Harrisburg @ State College2ndMay 7, 2019"
494,23.57,,ADRIAN NANJIImani School,2020,"West Mifflin Last Chance Meet8thMay 7, 2019"
494,23.57,,MYLES WALKERCentral Valley HS,2021,"P3R South Fayette Invitational10thApr 27, 2019"
494,23.57,,THOMAS VIENSDallastown,2019,"31st Annual Stan Morgan Invitational at Carlisle13thMay 4, 2019"
499,23.58,,ZACHARY DECARMINEState College Area High School,2020,"Mifflin County @ State College1stMar 26, 2019"
499,23.58,,ELIJAH FORDDowningtown West,2022,"BSHS .v. Downingtown West Dual Meet2ndApr 22, 2019"
499,23.58,,BRANDON WENTOVICHLakeland,2020,"The Robert Spagna Championship5thMay 7, 2019"
499,23.58,,ZACHARY IOLIUpper Saint Clair,2019,"West Mifflin Last Chance Meet9thMay 7, 2019"
499,23.58,,HARRY ADIEYEFEHSpring Ford,2022,"Pioneer Athletic Conference Championship10th PMay 10, 2019 - May 11, 2019"
499,23.58,,JOHN ZURLOWest Chester Henderson,2022,"Ches-Mont Championship16thMay 8, 2019"
505,23.59,,CAMDEN KNODEHuntingdon Area,2019,"PIAA District 6 AA Championships6th PMay 15, 2019"
505,23.59,,LORENZO VALENTIBlue Mountain,2021,"ASD Invitational10thApr 18, 2019"
505,23.59,,ANDREW SCHEETZCentral Bucks South,2019,"SOL Continental Conference Championships13th PMay 10, 2019 - May 11, 2019"
505,23.59,,XAVIER WASHINGTONAmbler Olympic Club,,"AAU Region-02 National Qualifier14th PJun 28, 2019 - Jun 30, 2019"
505,23.59,,DAEGAN STOLTZFUSHempfield (3),2020,"17th Annual Black Knight Invitational15thApr 13, 2019"
505,23.59,,JOE PACHOLSKIMethacton,2019,"14th Annual Hoka One One Henderson Invitational34thMay 3, 2019"
511,23.6,,DIMITRI ROJASStroudsburg,2021,"Cavalier Invitational2ndApr 30, 2019"
511,23.6,,CONNOR NIGHTINGALEFranklin Area,2021,"Oil Country Invitational5thMay 4, 2019"
513,23.61,,AHMAD HOOPERUniontown Area,2020,"Norwin Last Chance Meet2ndMay 7, 2019"
513,23.61,,AKEEL BLAKEUnattached Club,2020,"GA 2019 All-Comers Track & Field Meet Series #34thJul 2, 2019"
513,23.61,,DAEVON HARRISAliquippa,2019,"MAC Meet5th PApr 24, 2019"
513,23.61,,LAMARRE JEANChurch Farm School,2020,"Great Valley R. Joseph Kellerman Invitational13thApr 20, 2019"
513,23.61,,EXAVIER WARNERWallenpaupack,2019,"PIAA District 2 AAA Championship13th PMay 16, 2019"
513,23.61,,JARED CORTAZZOStrath Haven,2020,"Boys Delco Championship22nd PMay 2, 2019 - May 4, 2019"
513,23.61,,JORDAN MORSEGreater Norristown T and F,2021,"AAU Mid-Atlantic District Qualifier38thJun 14, 2019 - Jun 16, 2019"
520,23.62,,ROGAN HARTERAnnville-Cleona,2022,"PIAA District 3 AA Championships4th SMay 17, 2019 - May 18, 2019"
520,23.62,,PIERRE MARCHANTWest Chester East,2019,"Ches-Mont Championship18thMay 8, 2019"
522,23.63,,JEREMIAH PARSONJuniata,2019,"Tri-Valley League Championships2ndMay 8, 2019"
522,23.63,,LUCAS FLOYDKutztown Area,2020,"90th Annual John H. Shaner Memorial Track Meet4thMay 3, 2019 - May 4, 2019"
522,23.63,0,NYCIEM BELVINPenn Hills Eagles TC,,"Three Rivers Association Championships4thJun 22, 2019 - Jun 23, 2019"
522,23.63,,EVAN MANCINELLICouncil Rock North,2020,"Neshaminy Invitational6thMay 4, 2019"
522,23.63,,JOHN RINKWest Allegheny,2020,"Northern Area Last Chance9thMay 7, 2019"
522,23.63,,MARCOS LOPEZCentral Bucks East,2021,"Council Rock Kiwanis Invitational10th PApr 6, 2019"
522,23.63,,WYATT KAUFMANRinggold,2019,"West Mifflin Last Chance Meet11thMay 7, 2019"
522,23.63,,ANTHONY D'ORAZIOArchbishop Carroll,2019,"Philadelphia Catholic League Outdoor Championships18thMay 11, 2019"
530,23.64,,JACOB REEDERMontoursville Area,2020,"Montoursville @ Central Columbia3rdApr 24, 2019"
530,23.64,,BRIAN LEWISSullivan County,2019,"PIAA District 4 AA-AAA Championship10thMay 16, 2019 - May 18, 2019"
530,23.64,,AJ KNOBLACHDelone Catholic,2019,"YAIAA Track and Field League Championships13th PMay 10, 2019"
530,23.64,,XAVIER WASHINGTONAbington,2021,"SOL American Conference Championships16th PMay 10, 2019 - May 11, 2019"
530,23.64,,ALDE-SHAIN JONESGeorge Washington HS,2019,"Philadelphia Public League Championships18th PMay 8, 2019 - May 9, 2019"
530,23.64,,AARON WESLEYCoatesville,2022,"Ches-Mont Championship19thMay 8, 2019"
536,23.65,,JERMEZ HERRINGShikellamy,2019,"Southern Columbia - Shamokin - Shikellamy TriMeet2ndMar 28, 2019"
536,23.65,,MOYUKH PANGarnet Valley,2020,"Central League JV/ Last Chance Meet2ndMay 10, 2019"
536,23.65,,TAWO AYAMBEMWest Chester Track Club,2019,"GA 2019 All-Comers Track & Field Meet Series #35thJul 2, 2019"
536,23.65,,JAMIE MILLERNorristown,2021,"PW Colonial Classic11thApr 6, 2019"
540,23.66,,BEN TERRYMahanoy Area,2021,"Schuylkill League Track and Field Championships4thMay 7, 2019 - May 8, 2019"
540,23.66,,JAKE REDDICKGrove City Area,2020,"Mercer County Track and Field Invitational5thMay 9, 2019"
540,23.66,,JAYDEN JONESChambersburg,2021,"31st Annual Stan Morgan Invitational at Carlisle14thMay 4, 2019"
540,23.66,,ANTHONY BORRELLIUnionville,2021,"Ches-Mont Championship20thMay 8, 2019"
544,23.67,,AHMED TOUREMt. Airy Track Club,,"City of Wilmington Youth Invite1stJun 9, 2019"
544,23.67,,JEVANI SANCHOWyoming Area,2019,"Red & Black Invitational13thApr 18, 2019"
544,23.67,,CALEB SHRIVERWaynesburg Central,2020,"TSTCA Outdoor Championship17thApr 13, 2019"
544,23.67,,RYAN SIGLERSpring Ford,2020,"12th Annual Viking Invitational19th PApr 13, 2019"
544,23.67,,JOSEPH HENNESSYDowningtown East,2021,"Ches-Mont Championship22ndMay 8, 2019"
544,23.67,,KRISTIAN PRAIZNERRidley,2022,"Boys Delco Championship23rd PMay 2, 2019 - May 4, 2019"
550,23.68,,MATT BROOKSTyrone Area,2021,"Mountain League Championships3rdMay 7, 2019"
550,23.68,,MALEEK DELOACHEMeadville Area,2019,"PIAA District 10 Class AAA Championships5thMay 18, 2019"
550,23.68,,NATHAN EDWARDSWarren Area,2020,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA6th PMay 3, 2019"
550,23.68,,SIMON SMERCONISHEpiscopal Academy,2019,"Inter-Ac League Championships13thMay 9, 2019 - May 11, 2019"
550,23.68,,MAX SIMPSONSpring Ford,2019,"12th Annual Viking Invitational20th PApr 13, 2019"
550,23.68,0.7,JORDIN JONESPenn Wood,2022,"Bullis Bulldog Invitational27thApr 13, 2019"
550,23.68,,ISAIAH SEYBERTButler,2020,"46th Annual Baldwin Invitational29th PMay 3, 2019"
557,23.69,,WES LIPPINCOTTBedford,2019,"PIAA District V Championship Meet1stMay 15, 2019"
557,23.69,,CODY MCCREDIESusquehannock,2020,"Ray Geesey Track and Field Invitational3rdApr 26, 2019"
557,23.69,,ELIJAH TWYMANNorth Penn,2021,"Knights Invitational9thApr 4, 2019"
557,23.69,,NICK CAMPOSARCONEBishop McDevitt,2019,"31st New Balance Pan-Ram Invitational12thApr 13, 2019"
557,23.69,,CHASE BARNEYPittsburgh Central Catholic,2022,"P3R South Fayette Invitational12thApr 27, 2019"
557,23.69,,ELIJAH HILDRETHNorristown,2021,"Lower Merion Invitational19thMay 4, 2019"
563,23.7,,SAMUEL SHALLYAbington Friends,2019,"Solebury/Barrack Hebrew Academy/Villa Victoria/Abington Friends2ndApr 10, 2019"
563,23.7,,BRANDON MCWILLIAMSOxford Area,2019,"American Division Open4thMay 1, 2019"
563,23.7,,JACOB YETZERCorry Area,2019,"Rock Relays9thApr 20, 2019"
563,23.7,,ALI HAIDERDowningtown West,2020,"Rustin Invitational12thApr 17, 2019"
563,23.7,,THAWADAH ROCKFreedom (11),2019,"Red & Black Invitational14thApr 18, 2019"
563,23.7,,TYLER BOONERoman Catholic,2021,"31st Father Judge Relays20th PApr 17, 2019"
563,23.7,,ASHON WESLEYCoatesville,2022,"Ches-Mont Championship23rdMay 8, 2019"
570,23.71,,EAN CHELAKMarian Catholic,2021,"18th Bruce Dallas Invitational12thApr 6, 2019"
570,23.71,,JOSH LITTLENew Oxford,2021,"YAIAA Track and Field League Championships14th PMay 10, 2019"
570,23.71,,DEAN WRIGHTSpring Ford,2022,"Great Valley R. Joseph Kellerman Invitational15thApr 20, 2019"
570,23.71,,JACOB FAUZIOSouthern Lehigh,2021,"PIAA District XI AAA Championship19th PMay 15, 2019 - May 16, 2019"
574,23.72,,JADEN KNISLEYSouth Western,2021,"Arctic Blast Invitational3rdApr 13, 2019"
574,23.72,,ETHAN PAXTONFreedom Area (7),2019,"P3R South Fayette Invitational13thApr 27, 2019"
574,23.72,,JUSTIN DIAZLiberty,2019,"EPC/Colonial Conference Championships14th PMay 7, 2019 - May 8, 2019"
574,23.72,,YOANN ESSAMEBodine,2019,"PIAA District 12 AA Championships14th PMay 15, 2019 - May 16, 2019"
578,23.73,,JUDE BOURDEAUWilkes-Barre Area School District,2021,"James Cross Wilkes-Barre Invite1stMay 4, 2019"
578,23.73,,LUKE FEHRMANCentral Bucks West,2019,"Quakertown at CB West2ndApr 30, 2019"
578,23.73,,PAUL PHANGreencastle-Antrim,2020,"Antrim Way Honda Rt. 16 Last Chance Invite2ndMay 6, 2019"
578,23.73,,DUQUAN STELLINGBURGMt. Airy Track Club,2019,"City of Wilmington Youth Invite2ndJun 9, 2019"
578,23.73,,HARRISON BRUMBAUGHCentral Cambria HS,2019,"Laurel Highlands Athletic Conference Track & Field Championship4thMay 7, 2019"
578,23.73,,VICTOR ORTIZPottsville Area,2019,"Schuylkill League Track and Field Championships5thMay 7, 2019 - May 8, 2019"
578,23.73,,EVAN DEMUZZIOWyoming Valley West,2020,"PIAA District 2 AAA Championship14th PMay 16, 2019"
585,23.74,-1.2,PAYTON ROHRBAUGHBermudian Springs,2019,"Adams County Track & Field Classic2ndApr 5, 2019"
585,23.74,,JOHN TANNER LINDSEYHollidaysburg Area,2021,"PIAA District 6 AAA Championships3rd PMay 16, 2019"
585,23.74,,TRISTIN HARRISFort Leboeuf,2022,"PIAA District 10 Class AAA Championships6thMay 18, 2019"
585,23.74,,TIM MARONBerwick,2020,"PIAA District 2 AAA Championship15th PMay 16, 2019"
585,23.74,,MYLES SAMSThe Athletes Academy,,"AAU Mid-Atlantic District Qualifier40thJun 14, 2019 - Jun 16, 2019"
590,23.75,0.5,SHAWN PEIFFERHarry S Truman,2022,"Mid-Atlantic International Youth Qualifier3rdJun 22, 2019"
590,23.75,,ANDREW BUSSLower Moreland,2019,"Montgomery Memorial Track and Field Meet9thMay 2, 2019"
590,23.75,,ZYEIR KINGSusquehanna Township,2020,"18th Bruce Dallas Invitational13thApr 6, 2019"
590,23.75,,ANDREW SCHNEIDERStroudsburg,2019,"EPC/Colonial Conference Championships16th PMay 7, 2019 - May 8, 2019"
590,23.75,,MYLES JOHNSONEngineering & Science,2019,"Lower Merion Invitational20thMay 4, 2019"
595,23.76,,JUSTIN SHORTERHarrisburg High School,2021,"Harrisburg @ State College4thMay 7, 2019"
595,23.76,,AZAM AHMEDWyomissing Area,2020,"PIAA District 3 AA Championships6th SMay 17, 2019 - May 18, 2019"
595,23.76,,BRYCE COOPERWest Chester Henderson,2017,"1st State Outdoor Track Classic7thJun 1, 2019"
595,23.76,,ANISH PONNADowningtown East,2019,"Ches-Mont Championship24thMay 8, 2019"
595,23.76,,WILLIAM BYERSSpring Ford,2019,"14th Annual Hoka One One Henderson Invitational44thMay 3, 2019"
600,23.77,,KEATON KAHLERedbank Valley,2019,"Redbank Valley vs. Karns City1stMay 2, 2019"
600,23.77,,ALEX JOHNSONTroy,2020,"Northern Tier League School Championships3rdMay 10, 2019"
600,23.77,,LOGAN ZEIDERSYork Suburban,2021,"Arctic Blast Invitational4thApr 13, 2019"
600,23.77,,HERNAN ESPINALMt. Airy Track Club,2019,"City of Wilmington Youth Invite8thJun 9, 2019"
600,23.77,,JAKE THOMASDevon Preparatory School,2019,"PW Colonial Classic13thApr 6, 2019"
600,23.77,,HAYDYN ZAGORSKIFleetwood Area,2019,"17th Annual Black Knight Invitational17thApr 13, 2019"
600,23.77,,DAIMAR WESLEYPenn Manor,2020,"14th Annual Hoka One One Henderson Invitational45thMay 3, 2019"
607,23.78,1.1,RYAN LINDENBERGNittany Track and Field,2022,"2019 Mid-Atlantic USATF JO T&F Championships3rd PJun 8, 2019 - Jun 9, 2019"
607,23.78,,JOSEPH GRABILLHollidaysburg Area,2021,"PIAA District 6 AAA Championships4th PMay 16, 2019"
607,23.78,,WILL PAREDES-JIMENEZSolanco,2019,"12th Cy Fritz Open presented by Penn Medicine LGH Sports Med9thApr 26, 2019"
607,23.78,,JOEY MARASCODowningtown West,2020,"Whippet Invitational11thApr 6, 2019"
607,23.78,,JARED COLLAZODonegal,2019,"31st New Balance Pan-Ram Invitational15thApr 13, 2019"
607,23.78,,DJ NOLANDKennard-Dale,2022,"YAIAA Track and Field League Championships16th PMay 10, 2019"
613,23.79,,GUS YOCUMPalisades,2020,"PIAA District XI AA Championship7thMay 15, 2019 - May 16, 2019"
613,23.79,,AHMAD ADEDOKUNPerkiomen Valley,2020,"Pioneer Athletic Conference Championship13th PMay 10, 2019 - May 11, 2019"
613,23.79,,NASAI MOONPleasant Valley High School,2019,"Red & Black Invitational16thApr 18, 2019"
613,23.79,,GABRIEL BAUERMarian Catholic,2019,"31st Annual Stan Morgan Invitational at Carlisle17thMay 4, 2019"
617,23.8,,D'ANGELO DEERINGSchuylkill Haven Area,2019,"Weatherly vs Schuylkill Haven1stMar 27, 2019"
617,23.8,,JOSHUA LEWINWest Chester East,2020,"West Chester East vs. Henderson and DTW2ndApr 3, 2019"
617,23.8,,NORBERTO ALICEACentral Dauphin,2020,"Central Dauphin vs Cumberland Valley3rdMay 7, 2019"
617,23.8,,NOAH TOOLEThe Hill School,2022,"Hill vs. Lawrenceville5thApr 10, 2019"
617,23.8,,DILLON OLSONBrookville Area,2019,"Brookville vs. DuBois and Clearfield5thApr 30, 2019"
617,23.8,,LANDEN WEISCorry Area,2021,"PIAA District 10 Class AA Championships8th PMay 18, 2019"
617,23.8,,GARRETT DEBOERBangor Area,2019,"EPC/Colonial Conference Championships11th PMay 7, 2019 - May 8, 2019"
617,23.8,,JERRAN KELLYBaldwin,2021,"TSTCA Outdoor Championship18thApr 13, 2019"
625,23.81,,KAMERON KLINEMidd-West High School,2019,"PHAC Track and Field Championships 20196thMay 11, 2019"
625,23.81,,LUKE CIOCCAIndiana Area,2020,"Altoona Mt. Lion Track & Field Classic (Large Schools) AAA7th PMay 3, 2019"
625,23.81,,CURTIS WEHDelco Stallions TC,2021,"City of Wilmington Youth Invite9thJun 9, 2019"
625,23.81,,IAN YANKELOVKennard-Dale,2020,"YAIAA Track and Field League Championships17th PMay 10, 2019"
625,23.81,,OWEN LINDERConestoga Valley,2021,"17th Annual Black Knight Invitational18thApr 13, 2019"
625,23.81,23.8,QUENTIN JONESBoiling Springs,2020,"31st Annual Stan Morgan Invitational at Carlisle18thMay 4, 2019"
625,23.81,,ETHAN FIRTHCentral York,2022,"YAIAA Track and Field League Championships18th PMay 10, 2019"
625,23.81,23.8,TRAVIS BIGHAMShippensburg,2021,"31st Annual Stan Morgan Invitational at Carlisle19thMay 4, 2019"
625,23.81,,JAMES DUESLERLower Moreland,2019,"Lower Merion Invitational22ndMay 4, 2019"
625,23.81,,PAT QUINNWest Chester Rustin,2019,"Ches-Mont Championship26thMay 8, 2019"
635,23.82,,ALIJAH SERRANOConrad Weiser,2021,"Twin Valley Invitational7th PApr 18, 2019"
635,23.82,,WILLIAM MALAWICedar Crest,2020,"Twin Valley Invitational7th PApr 18, 2019"
635,23.82,,TREVON TATEErie High School,2020,"Harbor Creek Track & Field Invitational8th PApr 13, 2019"
635,23.82,,AVERY DEMKOMount Carmel Area,2019,"Purple & White Invitational8thMay 3, 2019"
635,23.82,,BRANDON FRANKBlacklick Valley,2019,"PIAA District 6 AA Championships9th PMay 15, 2019"
635,23.82,,ZACK RITZRidley,2019,"Rustin Invitational15thApr 17, 2019"
635,23.82,,LIAM MCCOOLPennridge,2020,"SOL Continental Conference Championships15th PMay 10, 2019 - May 11, 2019"
642,23.83,,BLAKE ORAVECZPortage Area,2019,"Appalachian Invitational4thApr 13, 2019"
642,23.83,,CARTER ODELLScranton Preparatory School,2020,"Jim Taylor High School Classic (formerly Susq.HS Classic)7thApr 13, 2019"
642,23.83,,BRENNAN HOUGHHopewell,2020,"Rock Relays10thApr 20, 2019"
642,23.83,,NATE COOPERChambersburg,2021,"Tim Cook Memorial Invitational11thMar 30, 2019"
642,23.83,,TRISTEN SHANNONBoiling Springs,2019,"31st Annual Stan Morgan Invitational at Carlisle20thMay 4, 2019"
647,23.84,,JOHN CRECIUNThe Hill School,2020,"MAPL Outdoor Championship9thMay 11, 2019"
647,23.84,2.8,ELIJAH BANKSScience Leadership Academy at Beeber,2019,"Pennsylvania Track Classic14th PMar 30, 2019"
647,23.84,,ADAM DEGREGORIOBig Spring,2020,"31st Annual Stan Morgan Invitational at Carlisle21stMay 4, 2019"
647,23.84,,COLIN MILLERBishop McDevitt,2019,"Mid Penn Championship25thMay 11, 2019"
651,23.85,,ANDREW SULLIVANCouncil Rock North,2019,"CR South, Truman @ CR North2ndMar 26, 2019"
651,23.85,,KENYON JOHNSONWest Perry,2020,"PECO Track and Field Meet2ndMay 6, 2019"
651,23.85,,AMIR BOOKARDHatboro Horsham,2019,"Springfield, Upper Dublin, Upper Moreland @ Hatboro Horsham4thApr 17, 2019"
651,23.85,,JOSH SCHREINERHamburg Area,2019,"90th Annual John H. Shaner Memorial Track Meet7th PMay 3, 2019 - May 4, 2019"
651,23.85,,JASON LOBBANUpper Moreland,2021,"SOL American Conference Championships17th PMay 10, 2019 - May 11, 2019"
651,23.85,,KALEB SEIBERTBurrell,2020,"Butler Invitational - 55th Annual23rdApr 18, 2019"
651,23.85,,NNAMDI OFOEGBUHarry S Truman,2021,"Lower Merion Invitational23rdMay 4, 2019"
658,23.86,,COLLIN NEYHaverford Township HS,2020,"Boys: Upper Darby v Springfield v Harriton v Haverford3rdApr 10, 2019"
658,23.86,,QUIN BERGERWesttown School,2022,"Friends League Championships5thMay 11, 2019"
658,23.86,,SAM SEYFRIEDNorthwestern Lehigh,2019,"ASD Invitational12thApr 18, 2019"
658,23.86,,TREVAIHN THROWERCathedral Prep,2019,"Pine-Richland Invitational18th PMay 3, 2019"
662,23.87,,NEVAEH JONESWest Mifflin,2019,"Big South Championship3rdApr 24, 2019"
662,23.87,,JEREMY KAPPELGreensburg Salem,2019,"Lady Spartan/Wildcat Invitational5thApr 13, 2019"
662,23.87,,MITCHEL WAGNERNorth Schuylkill,2019,"Schuylkill League Track and Field Championships5th PMay 7, 2019 - May 8, 2019"
662,23.87,,LORENZO DELACRUZPerkiomen Valley,2022,"Pioneer Athletic Conference Championship14th PMay 10, 2019 - May 11, 2019"
666,23.88,,JOHN STUMPSusquenita,2020,"Susquenita vs East Juniata, HBG Christian1stApr 9, 2019"
666,23.88,,BAILEY MUSSELMANAltoona Area,2021,"Central Mountain @ Altoona3rdApr 9, 2019"
668,23.89,,BRETT RUDYWellsboro Area,2019,"Coudersport Sports Booster Invitational1stMay 3, 2019"
668,23.89,,LUCAS RUSSELLNorth East,2019,"D10R5 Dual - Girard/North East vs Harbor Creek2ndApr 2, 2019"
668,23.89,,SHANE WEIDNERMount Carmel Area,2020,"Mount Carmel Area Breslin Invitational5thApr 18, 2019"
668,23.89,,JUSTIN WARRNorth East,2019,"Harbor Creek Track & Field Invitational7thApr 13, 2019"
668,23.89,,NELSON MACDONALDWilliamsport Area,2022,"PIAA District 4 AA-AAA Championship7thMay 16, 2019 - May 18, 2019"
668,23.89,,MOYOUK PANWhirlwinds Track Club,,"City of Wilmington Youth Invite10thJun 9, 2019"
668,23.89,,BEAU LANTOSHWilson Area (11),2020,"EPC/Colonial Conference Championships12th PMay 7, 2019 - May 8, 2019"
668,23.89,,MARCUS GLUECKSouthern Lehigh,2020,"EPC/Colonial Conference Championships13th PMay 7, 2019 - May 8, 2019"
668,23.89,,SEMAJ JENKINSMsgr Bonner & Abp Prendergast HS,2019,"Boys Delco Championship24th PMay 2, 2019 - May 4, 2019"
677,23.9,,SAMUEL HETRICKRedbank Valley,2020,"Redbank Valley vs. Karns City2ndMay 2, 2019"
677,23.9,,MONTEZ NEWSOMEWestinghouse 6-12,2019,"P3R South Fayette Invitational14thApr 27, 2019"
677,23.9,,DARIUS NESMITHBeaver Falls,2020,"P3R South Fayette Invitational14thApr 27, 2019"
677,23.9,,GABRIEL CATONFreedom (11),2020,"EPC/Colonial Conference Championships18th PMay 7, 2019 - May 8, 2019"
677,23.9,,HENRY ROGERSMontrose,2021,"Red & Black Invitational19thApr 18, 2019"
677,23.9,,ELIJAH ZIGLARHarry S Truman,2021,"31st Father Judge Relays22nd PApr 17, 2019"
677,23.9,,JACOB ANTONELLOArchbishop Carroll,2019,"Boys Delco Championship25th PMay 2, 2019 - May 4, 2019"
677,23.9,,TRAI MASONMt. Airy Track Club,2022,"AAU Mid-Atlantic District Qualifier41stJun 14, 2019 - Jun 16, 2019"
685,23.91,,ABDUL MACFOYBerks Catholic,2020,"Berks Catholic at Wyomissing3rdApr 23, 2019"
685,23.91,,NICK MORDERPalmyra,2020,"18th Bruce Dallas Invitational14thApr 6, 2019"
685,23.91,,AZIZ MCDANIELSEngineering & Science,2020,"Lower Merion Invitational24thMay 4, 2019"
688,23.92,,JOHN SKELTONHarbor Creek,2020,"D10R5 Dual - Fort LeBoeuf vs Harbor Creek2ndApr 18, 2019"
688,23.92,,URIAH BAILLIECanton Area,2020,"Northern Tier League School Championships5thMay 10, 2019"
688,23.92,,JOSIAH WIGGINSLower Moreland,2019,"11th Annual Jack Armstrong Invitational Track and Field Meet12th PApr 17, 2019"
688,23.92,,BENJAMIN BLACKBURNTrinity Christian,2019,"West Mifflin Last Chance Meet15thMay 7, 2019"
688,23.92,,KABAILA JAMESConwell-Egan,2021,"PIAA District 12 AA Championships15th PMay 15, 2019 - May 16, 2019"
688,23.92,,MICAH METRICARTIDelaware County Christian School,2020,"Rustin Invitational16thApr 17, 2019"
688,23.92,,JOHN SOMMERSNorth Catholic,2020,"TSTCA Outdoor Championship21stApr 13, 2019"
688,23.92,,SHIV KATAKAMDowningtown East,2021,"Ches-Mont Championship27thMay 8, 2019"
688,23.92,-1.5,NOAH THOMASInfinity Track Club,,"AAU National Club Championship79th PJul 7, 2019 - Jul 13, 2019"
697,23.93,,CHRIS CAMPBELLSpring Grove,2022,"Northern Twilight Invitational2ndMay 6, 2019"
697,23.93,,SAM WILSONEpiscopal Academy,2019,"Episcopal Academy v Springside Chestnut Hill Academy5thApr 17, 2019"
697,23.93,,JOSH RYUHatboro Horsham,2019,"Springfield, Upper Dublin, Upper Moreland @ Hatboro Horsham6thApr 17, 2019"
697,23.93,,EVAN GAUGLERSelinsgrove,2019,"Jim Taylor High School Classic (formerly Susq.HS Classic)9thApr 13, 2019"
697,23.93,,TA'RASI MEANSPlum,2021,"Rock Relays11thApr 20, 2019"
697,23.93,,MICHAEL GRAYWest Chester East,2019,"Rustin Invitational17thApr 17, 2019"
697,23.93,,DONALD ROBSONDowningtown East,2022,"Ches-Mont Championship28thMay 8, 2019"
704,23.94,,MITCHELL ZEMBOWERBedford,2019,"Bedford Giant Eagle Invitational5thApr 6, 2019"
704,23.94,,DARREN MILLERWilmington,2021,"20th City of Hermitage Track and Field Invitational8thApr 27, 2019"
704,23.94,,EVAN RIVERAExeter Township,2019,"90th Annual John H. Shaner Memorial Track Meet9th PMay 3, 2019 - May 4, 2019"
704,23.94,,QUAMIR PARKERAnnville-Cleona,2020,"Twin Valley Invitational10th PApr 18, 2019"
704,23.94,,JOSH MAIDAShaler Area,2022,"Northern Area Last Chance12thMay 7, 2019"
704,23.94,,CALAN TITUSLancaster Catholic,2020,"17th Annual Black Knight Invitational21stApr 13, 2019"
704,23.94,,RASHAWN REIDRochester,2021,"Butler Invitational - 55th Annual24thApr 18, 2019"
704,23.94,,PARRISH PARKERWest Mifflin,2019,"Butler Invitational - 55th Annual24thApr 18, 2019"
712,23.95,,DALTON BOYERUpper Dauphin HS,2020,"Susquenita vs Upper Dauphin1stApr 16, 2019"
712,23.95,,ANDREW MORROWCumberland Valley,2019,"Central Dauphin vs Cumberland Valley4thMay 7, 2019"
712,23.95,,JAMESON O'BRIENCentral Cambria HS,2022,"PIAA District 6 AA Championships10th PMay 15, 2019"
712,23.95,,BRIAR FOLTZSpring Grove,2020,"17th Annual Black Knight Invitational22ndApr 13, 2019"
712,23.95,,AARON BROOKSOwen J. Roberts,2020,"14th Annual Hoka One One Henderson Invitational50thMay 3, 2019"
717,23.96,,ERIK BLANTONCamp Hill,2020,"Susquenita vs Millersburg / Camp Hill2ndApr 23, 2019"
717,23.96,,SINCERE MCFARLINSaltsburg High School,2022,"Heritage Conference Championships4thMay 7, 2019"
